"pq_nome","date","place","id","female","age","general","frequency","duration","origin","commute","means","home","motivation","other_motiv","activity","other_activ","prs_score","education","income","mot_active","mot_personal","act_active","act_personal","district","shannon_index","total_edge","contig","lsi","circle","X4_lpi_0m","X6_lpi_0m","X4_ed_0m","X6_ed_0m","X4_contig_mn_0m","X6_contig_mn_0m","X4_pland_0m","X6_pland_0m","X4_nlsi_0m","X6_nlsi_0m","X4_te_0m","X6_te_0m","X4_np_0m","X6_np_0m","X1_lpi_0m","X1_ed_0m","X1_contig_mn_0m","X1_pland_0m","X1_nlsi_0m","X1_te_0m","X1_np_0m","X2_lpi_0m","X5_lpi_0m","X2_ed_0m","X5_ed_0m","X2_contig_mn_0m","X5_contig_mn_0m","X2_pland_0m","X5_pland_0m","X2_nlsi_0m","X5_nlsi_0m","X2_te_0m","X5_te_0m","X2_np_0m","X5_np_0m","pq_area","pq_PrefReg","Categoria","Mobilidade","Acessibili","Equip_cria","Equip_espo","Sinalizaca","Nota_Infra","Manejo_Con","Residuos_s","Ambientes_","Nota_manej","Nota_segur","Nota_gesta","ID","area","altmean","vol_asum","vol_bsum","alt_bmean","area_agua","ds_codigo","Media_GeoSES","Media_educacao","Media_mobilidade","Media_pobreza","Media_privacao_material","Media_riqueza","Media_renda","Media_segregacao","contig_mn_tree","presence_agua","income_p","frequency_p","duration_p"
"SANTA AMELIA","15-06-19","Santa Amelia",1025,"Male",52,"Good","3 to 6 times a week","2 to 3h","Home","Around 5 min","Foot","08111-410","Dog/pet walking"," ","gym"," ","2.46666666666667","primary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,18,150
"SANTA AMELIA","15-06-19","Santa Amelia",1026,"Male",24,"Good","1 or 2 times a week","1 to 2h","Home","15 to 30 min","Foot","Jardim Mirai (Itaquaquecetuba)","Relax (mental)"," ","walk"," ","4.4","primary school","< 2 MW",0,1,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,6,120
"SANTA AMELIA","15-06-19","Santa Amelia",1027,"Male",30,"Good","Once a month","30 min to 1h","Home","Around 5 min","Foot","08130-410","Stroll with child/elderly"," ","play with child"," ","1.13333333333333","secondary school","2 to 4 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,3,1,60
"SANTA AMELIA","15-06-19","Santa Amelia",1028,"Female",44,"Good","1 or 2 times a week","15 to 30 min","Home","15 to 30 min","Foot","Jardim Zelia (Itaquaquecetuba)","Stroll with child/elderly"," ","sit"," ","3.8","primary school incompleted","2 to 4 MW",1,0,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,3,6,30
"SANTA AMELIA","15-06-19","Santa Amelia",1029,"Female",28,"Fair","2 or 3 times a month","2 to 3h","Home","15 to 30 min","Car/Taxi","Jardim Nelia","Stroll with child/elderly"," ","sit"," ","3.4","primary school","< 2 MW",1,0,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,2.5,150
"SANTA AMELIA","15-06-19","Santa Amelia",1030,"Female",27,"Good","1 or 2 times a year","1 to 2h","Home","15 to 30 min","Foot","08122-000","Stroll with child/elderly"," ","sleep/rest"," ","3.46666666666667","primary school incompleted","< 2 MW",1,0,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.125,120
"SANTA AMELIA","15-06-19","Santa Amelia",1032,"Female",18,"Good","2 or 3 times a month","2 to 3h","Home","Around 5 min","Foot","08111-410","Stroll with child/elderly"," ","play with child"," ","5.2","primary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,2.5,150
"SANTA AMELIA","15-06-19","Santa Amelia",1034,"Male",54,"Good","1 or 2 times a week","1 to 2h","Home","5 to 15 min","Foot","Jardim Meliunas","Relax (mental)"," ","team sports"," ","3.13333333333333","secondary school","< 2 MW",0,1,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,6,120
"SANTA AMELIA","15-06-19","Santa Amelia",1036,"Female",35,"Fair","1 or 2 times a week","1 to 2h","Home","5 to 15 min","Foot","Itaim Paulista","Other motivation","Proximo de casa","play with child"," ","2.66666666666667","secondary school","< 2 MW",0,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,6,120
"SANTA AMELIA","15-06-19","Santa Amelia",1037,"Female",57,"Fair","2 or 3 times a month","2 to 3h","Home","Around 5 min","Foot","08111-320","Relax (mental)"," ","play with child"," ","3.26666666666667","primary school incompleted","< 2 MW",0,1,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,2.5,150
"SANTA AMELIA","15-06-19","Santa Amelia",1038,"Female",43,"Good","1 or 2 times a year",">3h","Home","5 to 15 min","Foot","08111-320","Stroll with child/elderly"," ","walk"," ","3.33333333333333","secondary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.125,180
"SANTA AMELIA","15-06-19","Santa Amelia",1039,"Male",25,"Fair","1 or 2 times a week","2 to 3h","Home","5 to 15 min","Foot","Jardim das Oliveiras","Relax (mental)"," ","sit"," ","5.26666666666667","secondary school","< 2 MW",0,1,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,6,150
"SANTA AMELIA","15-06-19","Santa Amelia",1040,"Female",38,"Excellent","1 or 2 times a week",">3h","Home","15 to 30 min","Foot","08101-310","Contemplate nature"," ","read/write"," ","5.8","secondary school","< 2 MW",1,0,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,6,180
"SANTA AMELIA","15-06-19","Santa Amelia",1041,"Female",20,"Good","Every 2 or 3 months","30 min to 1h","Home","15 to 30 min","Foot","Jardim das Oliveiras","Stroll with child/elderly"," ","play with child"," ","1.2","secondary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.4,60
"SANTA AMELIA","15-06-19","Santa Amelia",1042,"Female",29,"Very good","1 or 2 times a year","1 to 2h","Home","Around 5 min","Car/Taxi","Jardim das Oliveiras","Stroll with child/elderly"," ","play with child"," ","3.4","secondary school","2 to 4 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,3,0.125,120
"SANTA AMELIA","15-06-19","Santa Amelia",1043,"Female",37,"Good","Never/First time","2 to 3h","Home","15 to 30 min","Foot","8131300","Stroll with child/elderly"," ","play with child"," ","2.2","secondary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.01,150
"SANTA AMELIA","15-06-19","Santa Amelia",1044,"Female",21,"Good","Once a month","2 to 3h","Home","Around 5 min","Foot","08131300 Costa norte","Infrastructure available"," ","cellphone use"," ","3.4","secondary school","< 2 MW",0,0,0,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,1,150
"SANTA AMELIA","15-06-19","Santa Amelia",1045,"Male",19,"Very good","Once a month","1 to 2h","Study","Around 5 min","Foot","Jd Neli","Meet people (friends/relatives)"," ","walk"," ","4.53333333333333","secondary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,1,120
"SANTA AMELIA","15-06-19","Santa Amelia",1046,"Female",18,"Good","1 or 2 times a year","15 to 30 min","Home","15 to 30 min","Foot","Jd Nelia","Meet people (friends/relatives)"," ","sit"," ","1.53333333333333","primary school","< 2 MW",1,0,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.125,30
"SANTA AMELIA","15-06-19","Santa Amelia",1047,"Male",50,"Good","Never/First time",">3h","Home","30 min to 1h","Foot","Cidade kemel","Stroll with child/elderly"," ","team sports"," ","5.2","primary school incompleted","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.01,180
"SANTA AMELIA","15-06-19","Santa Amelia",1048,"Male",20,"Good","Once a month","2 to 3h","Home","15 to 30 min","Foot","Monte belo","Seek a calm and tranquil place"," ","chat/socialize"," ","4.33333333333333","technical degree","< 2 MW",0,1,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,1,150
"SANTA AMELIA","15-06-19","Santa Amelia",1049,"Male",42,"Fair","1 or 2 times a week",">3h","Home","5 to 15 min","Foot","8131060","Stroll with child/elderly"," ","play with child"," ","3.93333333333333","secondary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,6,180
"SANTA AMELIA","15-06-19","Santa Amelia",1050,"Female",30,"Fair","Once a month",">3h","Home","5 to 15 min","Foot","08121215 Costa norte","Stroll with child/elderly"," ","play with child"," ","2.93333333333333","secondary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,1,180
"SANTA AMELIA","15-06-19","Santa Amelia",1052,"Female",28,"Good","1 or 2 times a year","30 min to 1h","Home","5 to 15 min","Foot","08130420 Cidade kemel","Breath clean air"," ","meditate"," ","5.73333333333333","university degree","2 to 4 MW",0,1,0,1,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,3,0.125,60
"SANTA AMELIA","15-06-19","Santa Amelia",1054,"Female",56,"Good","1 or 2 times a year","1 to 2h","Home","15 to 30 min","Foot","Jardim das oliveiras","Event/specific activity"," ","group activities"," ","2.73333333333333","primary school","< 2 MW",1,0,1,0,"ITAIM PAULISTA","9.91577813570639","1886.1985472155","0.400025022879294","11.9114583333333","0.535674381468049","27.4818401937046","8.20338983050847","1886.1985472155","1886.1985472155","0.585291327714019","0.297466889845786","66.2615012106538","33.7384987893463","0.155975528499606","0.174475194305223",3895,3895,62,112,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,25171,"ITAIM PAULISTA","Urbano","0.05","0.08","0.09","0.06","0.03","1.13","0.17","0.13","0.12","0.43","0.8","0.49",82,"25179.019","6.61549114406028","97356.8754215632","1782.62963733077","4.70040774510421","0",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.585291327714019",0,2,0.125,120
